ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat
22MZicrQwyjksAPNu,-1634869948_6208091955961950.0,6208091955961950,7,0,0,0,2,Male,Gender,Gender,Male,Female,1,2,0,0,Desktop,1,1,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22MZowXQToZ7ypypa,1611072014_1611654666255650.0,1611654666255650,8,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Desktop,1,1,NOR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22MZtb6qrydQ9i7z8,-68841391_9879399817206726.0,9879399817206730,7,0,0,0,2,Rand,Random,Random,,,,1,2,1,Mobile,0,1,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22Ma9diB5b9DWrgmk,-1648803589_5634443366722330.0,5634443366722330,12,0,1,0,1,Rand,Fitness,Random,,,,2,0,0,Mobile,0,0,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
22MaakscZzYf6qnC6,2088985042_7429822701997719.0,7429822701997720,9,0,0,0,2,Female,Gender,Gender,Male,Female,0,5,0,1,Mobile,1,0,USA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0
22MajRvKfsgpGARov,768403006_4212754611.0,4212754611,1,0,0,0,0,Rand,Random,Random,,,,1,3,1,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22Mayq6k6xEHPDYTE,697023119_2485098774627099.0,2485098774627100,12,0,0,1,0,Old,Age,Age,Young,Old,0,1,0,1,Mobile,0,1,MAR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MbJY3orHL9JS2f2,-572686675_2734813248.0,2734813248,4,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,,,,AUT,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
22MbRQ8Ddu7x4YTE5,1151103824_4067195114.0,4067195114,12,0,0,0,0,Rand,Fitness,Random,,,,3,0,1,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
22MbXE7Snid9Chitw,-554605871_4938772548223014.0,4938772548223020,6,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Mobile,1,0,ARG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22MbmcDdxdxTXhcnj,340418043_9716541068748040.0,9716541068748040,4,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,3,0,0,Mobile,0,0,DEU,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22Mbn77gCaDa9m7AY,-1426331717_6331545063902839.0,6331545063902840,10,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Desktop,1,0,CZE,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
22MbtFbXA9Qzy7m92,-1518966704_7028313594254283.0,7028313594254280,13,0,0,0,0,Young,Age,Age,Young,Old,1,2,0,1,Desktop,0,1,CAN,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22MbynRoRMaEDcYum,-670844550_2751000917.0,2751000917,7,0,0,1,0,Young,Age,Age,Young,Old,1,3,0,0,Desktop,0,1,GBR,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22Mc2EtGxyx5PuhCR,-38623137_2185005462596712.0,2185005462596710,11,0,1,0,0,Low,Social Status,Social Status,High,Low,0,5,0,0,Mobile,0,0,RUS,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22McK4JgnJRcieaFE,-1696145724_2548654795084961.0,2548654795084960,1,0,0,0,0,Rand,Random,Random,,,,1,1,0,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22McSscrbggh3Czir,-2030698310_9733196128501148.0,9733196128501150,4,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,5,0,0,Desktop,1,1,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
22McomdiroTt6XWrK,-1343916724_514989762868332.0,514989762868332,2,0,0,0,0,Rand,Age,Random,,,,1,0,0,Desktop,0,0,NLD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22MdBjY3itDETPQsy,800395209_2323883035283898.0,2323883035283900,1,0,0,1,0,Male,Gender,Gender,Male,Female,1,3,0,0,Desktop,0,1,BRA,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22MeQmoZXLWuXhfLH,-1524871149_399814218,399814218,6,0,0,1,0,Rand,Random,Random,,,,5,0,0,,,,BRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0
22MewTEyPSKZtP8Xk,-1388611262_2625755474.0,2625755474,4,0,0,0,0,High,Social Status,Social Status,High,Low,1,2,0,1,,,,DEU,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22Mf48yzECsRzuWGw,-194005331_4976456506127676.0,4976456506127680,2,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Mobile,0,1,GBR,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22MfRkgCivGyYjsYs,147473811_7779162432637534.0,7779162432637540,10,0,0,0,0,Old,Age,Age,Young,Old,0,4,0,1,Desktop,0,0,USA,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MfY9TfMxCngDQmA,-1811126262_2976486904009565.0,2976486904009570,7,0,0,1,0,Male,Gender,Gender,Male,Female,1,4,0,0,Desktop,1,0,USA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
22MfyejYdNHdrkvnw,-413607391_746900830,746900830,2,0,1,0,1,Pets,Species,Species,Hoomans,Pets,0,4,0,0,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
22Mg8dtgqHwNZDcYv,634399720_6012281285876856.0,6012281285876860,2,0,0,0,2,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,0,0,FRA,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22MgAYrqgjNXSGJvq,1698336139_3035795873249675.0,3035795873249680,10,0,0,0,0,Male,Gender,Gender,Male,Female,1,4,0,1,Mobile,0,0,TUR,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22MgS6TjYsgs6h3xe,1747404797_9973820094181096.0,9973820094181100,5,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,1,1,Mobile,0,0,ISR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
22MgXNehNQxT94TPE,1230668946_3856035828.0,3856035828,8,0,0,0,0,Old,Age,Age,Young,Old,0,4,0,0,Mobile,0,1,ESP,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22Mh9j6nPmWqvi9bH,272682432_1689897660,1689897660,1,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,1,Desktop,1,1,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
22Mhd5EEJrz8i485b,900821247_5340485815573075.0,5340485815573080,1,0,0,0,1,Female,Gender,Gender,Male,Female,0,3,0,0,Mobile,0,1,BRA,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22Mhfrseo9xeWfMxq,1242191582_594049203,594049203,8,0,1,0,0,High,Social Status,Social Status,High,Low,1,3,0,1,Mobile,0,1,BRA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
22MiEh9dRAcMaqi8t,1336063866_2107459416262205.0,2107459416262210,5,0,0,0,0,Young,Age,Age,Young,Old,1,3,0,0,Desktop,0,0,USA,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22MiJWBsBtTdAkQ4r,-496131626_7396016227965512.0,7396016227965510,4,0,1,0,0,Rand,Random,Random,,,,1,0,1,Desktop,1,1,ISR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22MiLsEXwc5pPsZoD,173870339_8556909520455500.0,8556909520455500,8,0,0,0,2,Rand,Random,Random,,,,3,1,1,Desktop,1,1,USA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22MiZyQRj3fYHeSo2,-92417687_1460359671541513.0,1460359671541510,10,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,1,0,,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1
22MiuGZTAEuk7vHGP,1624134316_4991333908401430.0,4991333908401430,1,0,0,0,2,Old,Age,Age,Young,Old,0,2,0,0,Desktop,1,1,BEL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22Mj8fryKZD4KGB2k,-270096516_7041206993099223.0,7041206993099220,8,0,1,0,0,Old,Age,Age,Young,Old,0,4,0,0,Desktop,1,1,USA,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MjJz4AK6Q3SxsSb,1052124349_9049064487426782.0,9049064487426780,6,0,1,0,2,Young,Age,Age,Young,Old,1,1,0,0,Mobile,0,0,FRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MjLpi2CY7QiGDnn,779898550_7498143309248293.0,7498143309248290,9,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0,3,0,0,Mobile,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22MjT2GLSNramgnCr,183057286_5112997171114246.0,5112997171114250,5,0,0,1,0,Rand,Random,Random,,,,1,0,0,Desktop,0,1,TWN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22MjWeB5DMBKYzsvG,260116132_9993433536279400.0,9993433536279400,4,0,1,0,1,Old,Age,Age,Young,Old,0,2,0,0,Mobile,0,0,NOR,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MjmGiqkvFa2ExaY,-153150806_6106243070343222.0,6106243070343220,1,0,0,0,2,More,Random,Utilitarian,More,Less,1,4,3,0,Mobile,0,1,TUR,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22MjwyXindt4zDvRm,1726306523_6439714065407143.0,6439714065407140,2,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,1,0,0,Desktop,0,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22MkCRovoWYA8pDev,-597079776_794080210,794080210,11,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,1,0,DEU,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
22MkcbMR9M7uYk5sC,1265801149_8266591694092522.0,8266591694092520,6,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Mobile,0,0,USA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
22MkhCR4Msytgom2J,1474888190_8834963744034550.0,8834963744034550,1,0,0,0,1,Fit,Fitness,Fitness,Fit,Fat,1,1,0,0,Desktop,1,1,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22MkwsupodsWw6nSY,184797388_8412078636626266.0,8412078636626270,13,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,2,0,0,Desktop,0,1,RUS,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22Mm5anknyprNYQRg,1090065229_6821112826217018.0,6821112826217020,4,0,0,0,2,Male,Gender,Gender,Male,Female,1,5,0,0,Mobile,0,1,DNK,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
22MmkLhkwXm4MP4G6,-1492258286_1068895661815797.0,1068895661815800,3,0,1,0,0,Young,Age,Age,Young,Old,1,3,0,1,Desktop,1,1,JPN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MmqHc8cmCLSvucn,1674055352_728826930772572.0,728826930772572,4,0,0,0,0,High,Social Status,Social Status,High,Low,1,3,0,0,Desktop,1,0,FRA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
22MmqZgG473BC9XRG,831128315_9441417056553380.0,9441417056553380,10,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,2,0,Desktop,0,0,IDN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1
22Mn6ETyP2gemNJqq,1794334440_2093651351,2093651351,5,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,1,0,1,,,,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MnHbTFFsRaptk6m,-1525128388_8450206411649530.0,8450206411649530,8,0,1,0,1,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Desktop,0,1,POL,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
22MneeP8FDpr4R7Y4,-799655313_6259696007855613.0,6259696007855610,1,0,0,0,0,Female,Gender,Gender,Male,Female,0,2,0,1,Mobile,0,1,ISR,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22MnpQA3uKBJXDXjs,1503573003_5700033832258056.0,5700033832258060,4,0,0,0,1,Young,Age,Age,Young,Old,1,4,0,1,Desktop,0,1,ROU,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22Mnq3AWsCvXgGvdg,-1215217008_2796349602.0,2796349602,13,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1,3,0,0,Desktop,0,1,SWE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22Mo9gja5NPmRCcqw,1941516608_4246614114665412.0,4246614114665410,1,0,0,1,0,Old,Age,Age,Young,Old,0,2,0,1,Desktop,1,1,USA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MoGNwPoBMWmQErd,628625726_113018520,113018520,2,0,1,0,0,Young,Age,Age,Young,Old,1,5,0,1,,,,DEU,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22MoSuycMgJLZfcex,1858718775_537680636,537680636,5,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0,3,0,1,Mobile,0,1,AUS,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22Moay3Ljw3qGN5Bx,-2107475655_8404461128200329.0,8404461128200330,2,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,0,0,IND,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22Moj6x7dEosKzm7g,615353_3473006356.0,3473006356,8,0,0,0,0,Rand,Social Status,Random,,,,1,0,1,Desktop,0,1,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22MotT34bDN9Z5DE9,-1307349364_6630088096500245.0,6630088096500250,3,0,1,0,2,Male,Gender,Gender,Male,Female,1,2,0,0,Mobile,0,0,USA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MpF6iFwPFeuTfP6,-1204197798_9147991604805108.0,9147991604805110,13,0,0,0,1,Less,Utilitarian,Utilitarian,More,Less,0,2,3,1,Mobile,1,1,BRA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22MpPkWRe4Nc7EBBf,845759985_993217361884710.0,993217361884710,3,0,1,0,1,High,Social Status,Social Status,High,Low,1,4,0,0,Desktop,1,1,DEU,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
22MpYdk4Mf6n5YLgM,45802574_2194314266872316.0,2194314266872320,13,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,0,1,BEL,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22MpzwtoMzfNkQacH,-1224098502_3547390825435510.0,3547390825435510,1,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1,5,0,1,Mobile,0,1,ITA,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22Mq62XNNQsGwwqLX,-562810206_3232306742.0,3232306742,1,0,1,0,0,Old,Age,Age,Young,Old,0,5,0,0,Desktop,1,1,BEL,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MqDSJaE4mqNfGbZ,1182583167_3969097418.0,3969097418,5,0,0,0,2,Male,Gender,Gender,Male,Female,1,1,0,1,,,,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MqgvL52F7fQsACt,-1576771652_2828377574.0,2828377574,4,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,2,0,0,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
22Mr4W7canRfM62KM,-1788298808_7284565445261453.0,7284565445261450,1,0,1,0,2,Old,Age,Age,Young,Old,0,2,0,0,Desktop,1,1,GBR,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MrSc8tuQ7q4eJiK,-1419762072_1503466847703185.0,1503466847703190,12,0,0,0,2,Male,Gender,Gender,Male,Female,1,4,0,0,Desktop,0,0,USA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22Mreg2v4iK4RTSPE,-843647597_2811546581.0,2811546581,4,0,0,0,0,Old,Age,Age,Young,Old,0,2,0,0,Desktop,1,0,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MsKYZTwaQWBpcYY,364086668_757175213,757175213,4,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,2,0,0,,,,RUS,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22MsduwMAiEb8zC7D,-1578821569_4617009059061630.0,4617009059061630,9,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,1,0,Desktop,1,1,USA,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
22MtCwZxzXYeSLoSD,842045932_8093313900104356.0,8093313900104360,3,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,1,1,DEU,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0
22MteJaBXEJboTMwy,-752862528_615553566,615553566,7,0,1,0,0,Young,Age,Age,Young,Old,1,1,0,1,,,,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MtmkDXGbdtfWqTu,-1235954908_6412668727419106.0,6412668727419110,8,0,0,0,2,Old,Age,Age,Young,Old,0,1,0,0,Desktop,0,1,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MuKvTz4wTgP66an,493207254_8048849103250946.0,8048849103250950,10,0,1,0,2,Female,Gender,Gender,Male,Female,0,1,0,0,Mobile,0,0,RUS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22Mug36H2Wx2fq8ky,779130210_6505322274699203.0,6505322274699200,3,0,0,0,2,Rand,Random,Random,,,,4,3,1,Mobile,0,1,CAN,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
22MuhroFrHDgMqrFJ,-1128783285_9951164722682842.0,9951164722682840,9,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,1,0,1,Desktop,0,0,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22MukCkmdHgAJd767,-854772568_724777245754242.0,724777245754242,3,0,0,0,0,Female,Gender,Gender,Male,Female,0,1,0,1,Desktop,1,1,DNK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22Muqk8XsNS3nBFDD,1553357870_1902229875,1902229875,7,0,0,0,0,Male,Gender,Gender,Male,Female,1,1,0,0,,,,CAN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22MvZYeza23tRCAnt,1858025766_5650399804291337.0,5650399804291340,5,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0,4,0,0,Mobile,0,0,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
22MvmEKvgJimLp7Fk,2011450042_8928765687160194.0,8928765687160190,7,0,0,0,0,Low,Social Status,Social Status,High,Low,0,3,0,0,Desktop,1,1,JPN,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22MvxvpHCNooMtu9L,-1202503066_1941906052932163.0,1941906052932160,5,0,0,1,0,Young,Age,Age,Young,Old,1,2,0,1,Mobile,0,0,POL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22MwKPty6HJhXTbmg,1577244355_9593465029344784.0,9593465029344780,8,0,1,0,0,Young,Age,Age,Young,Old,1,1,0,1,Desktop,0,0,ESP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22Mwmp7h2iwGyDuQ6,-1858852996_5359525954283347.0,5359525954283350,2,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,1,Desktop,0,1,TUR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
22Mx2NLk6jDBpsZgr,60898185_4823989640812127.0,4823989640812130,2,0,0,1,0,Old,Age,Age,Young,Old,0,3,0,1,Desktop,0,0,NZL,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22MxqxGvNNfpyGiof,-192426958_1970579833281420.0,1970579833281420,10,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Mobile,0,1,ITA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22MxsQZq4xEFPiqHX,682755223_4920943598490117.0,4920943598490120,4,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,2,0,Desktop,0,1,POL,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0
22MyGcT5hKZjbe2e5,-38344426_8196217079848351.0,8196217079848350,2,0,1,0,1,Female,Gender,Gender,Male,Female,0,2,0,1,Mobile,0,0,ITA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22MyJ4TgW9fThYh2q,1237149652_371813603,371813603,2,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Mobile,0,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22MyL7ZpPuZaiQNK8,2055370302_757175213,757175213,9,0,0,0,0,Rand,Random,Random,,,,1,4,0,,,,RUS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22Myd8GookZdDrQva,-1831082532_5015849647031640.0,5015849647031640,2,0,0,1,0,Male,Gender,Gender,Male,Female,1,5,0,1,Desktop,0,1,GBR,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22MyeLv9TpBqXC5kH,-593758345_2350347619.0,2350347619,8,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,,,,DEU,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
22MzFmupk53CtiRcx,56969057_8631410102846362.0,8631410102846360,4,0,0,0,2,Young,Age,Age,Young,Old,1,5,0,0,Desktop,1,0,IRL,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22MzRck8iNdBfBMZY,222520450_2329325648324876.0,2329325648324880,8,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Mobile,0,0,RUS,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22MzmnAK6BrSPHD3i,2027507076_2640202976182078.0,2640202976182080,6,0,1,0,0,Old,Age,Age,Young,Old,0,1,0,0,Desktop,0,1,BRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22N2Tyz3MmeS2Dphm,-903076967_7113918023087658.0,7113918023087660,6,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,0,1,FIN,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22N2X5XpPGfGoBZso,-2077385757_2382503453054151.0,2382503453054150,3,0,1,0,0,Young,Age,Age,Young,Old,1,1,0,1,Desktop,1,1,GBR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22N2fkmeoW9t85HC9,-2102365377_457876144,457876144,6,0,0,0,2,Old,Age,Age,Young,Old,0,3,0,1,,,,USA,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22N38JKYGKsqoZbNW,1374815593_874625884462148.0,874625884462148,2,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,4,1,1,Desktop,0,0,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
22N3BgrFPS9cmKbYF,1871361191_3559378644.0,3559378644,3,0,1,0,0,Old,Age,Age,Young,Old,0,1,0,0,,,,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22N3tAeoRrPKwzP4C,-1873701874_2938402017420208.0,2938402017420210,7,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,2,3,1,Desktop,1,1,AUS,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22N3xhwr7B8KgXNDQ,916932254_121323975201323.0,121323975201323,13,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Desktop,0,1,TUR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22N3ynZGeKRgXAcRM,1490174354_1212950895,1212950895,2,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,1,0,USA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22N44dEhsnKTYMo8J,1478820569_1775304272,1775304272,1,0,0,0,1,Low,Social Status,Social Status,High,Low,0,5,0,1,Desktop,0,1,USA,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
22N4ENcd5dD2JF4iP,1093130094_4083719790.0,4083719790,2,0,1,0,0,High,Social Status,Social Status,High,Low,1,1,0,0,Desktop,0,0,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22N4QREFJSmo6yiRM,-262394856_3188335366.0,3188335366,8,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1,4,0,1,Desktop,0,1,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22N4QRtRzsAZE82dG,1183747281_9656141507908290.0,9656141507908290,5,0,0,1,0,Young,Age,Age,Young,Old,1,1,0,0,Mobile,0,1,FRA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
